Origin,DayofMonth,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,UnknownDelay
ABE,1,43.0,0.0,0.0,0.0,0.0,14.0
ABE,2,0.0,0.0,0.0,0.0,0.0,2.0
ABE,3,80.0,0.0,0.0,0.0,6.0,14.0
ABE,4,0.0,0.0,0.0,0.0,0.0,22.0
ABE,5,0.0,0.0,0.0,0.0,0.0,5.0
ABE,6,0.0,0.0,0.0,0.0,0.0,3.0
ABE,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,8,0.0,0.0,0.0,0.0,0.0,31.0
ABE,9,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,10,150.0,0.0,0.0,0.0,59.0,33.0
ABE,11,0.0,0.0,0.0,0.0,0.0,26.0
ABE,12,0.0,0.0,15.0,0.0,15.0,14.0
ABE,13,26.0,0.0,0.0,0.0,23.0,24.0
ABE,14,0.0,0.0,21.0,0.0,74.0,51.0
ABE,15,0.0,0.0,0.0,0.0,0.0,4.0
ABE,16,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,17,0.0,0.0,0.0,0.0,15.0,5.0
ABE,18,0.0,0.0,0.0,0.0,63.0,16.0
ABE,19,0.0,0.0,0.0,0.0,0.0,2.0
ABE,20,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,21,0.0,0.0,0.0,0.0,0.0,14.0
ABE,22,84.0,0.0,32.0,0.0,121.0,1.0
ABE,23,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,24,287.0,0.0,0.0,0.0,0.0,3.0
ABE,25,57.0,56.0,29.0,0.0,0.0,22.0
ABE,26,222.0,0.0,100.0,0.0,0.0,0.0
ABE,27,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,28,0.0,0.0,0.0,0.0,0.0,1.0
ABE,29,0.0,0.0,0.0,0.0,0.0,35.0
ABE,30,0.0,0.0,0.0,0.0,0.0,4.0
ABE,31,0.0,0.0,0.0,0.0,358.0,16.0
ABQ,1,64.0,0.0,11.0,0.0,95.0,165.0
ABQ,2,18.0,0.0,10.0,0.0,86.0,157.0
ABQ,3,164.0,0.0,170.0,0.0,144.0,136.0
ABQ,4,121.0,66.0,31.0,0.0,385.0,129.0
ABQ,5,130.0,132.0,215.0,0.0,599.0,0.0
ABQ,6,292.0,0.0,156.0,0.0,450.0,27.0
ABQ,7,457.0,0.0,19.0,0.0,131.0,140.0
ABQ,8,107.0,0.0,181.0,0.0,176.0,0.0
ABQ,9,0.0,0.0,38.0,0.0,22.0,36.0
ABQ,10,262.0,0.0,30.0,0.0,237.0,68.0
ABQ,11,18.0,0.0,18.0,0.0,121.0,66.0
ABQ,12,222.0,0.0,18.0,0.0,32.0,34.0
ABQ,13,52.0,0.0,81.0,0.0,41.0,10.0
ABQ,14,62.0,0.0,19.0,0.0,12.0,51.0
ABQ,15,44.0,0.0,19.0,0.0,268.0,86.0
ABQ,16,38.0,0.0,28.0,0.0,24.0,0.0
ABQ,17,61.0,0.0,17.0,0.0,56.0,24.0
ABQ,18,32.0,0.0,31.0,0.0,65.0,32.0
ABQ,19,15.0,0.0,56.0,0.0,227.0,17.0
ABQ,20,317.0,0.0,67.0,0.0,97.0,45.0
ABQ,21,644.0,0.0,59.0,0.0,152.0,35.0
ABQ,22,418.0,0.0,33.0,0.0,287.0,79.0
ABQ,23,22.0,0.0,210.0,0.0,0.0,46.0
ABQ,24,0.0,0.0,0.0,0.0,61.0,25.0
ABQ,25,6.0,0.0,19.0,0.0,40.0,22.0
ABQ,26,68.0,0.0,2.0,0.0,12.0,52.0
ABQ,27,51.0,0.0,24.0,0.0,0.0,29.0
ABQ,28,52.0,0.0,6.0,0.0,0.0,70.0
ABQ,29,1289.0,0.0,19.0,0.0,6.0,34.0
ABQ,30,47.0,0.0,0.0,0.0,0.0,16.0
ABQ,31,23.0,0.0,50.0,0.0,841.0,136.0
ABR,1,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,2,0.0,0.0,18.0,0.0,0.0,0.0
ABR,3,0.0,0.0,0.0,0.0,0.0,6.0
ABR,4,0.0,0.0,15.0,0.0,0.0,0.0
ABR,5,112.0,0.0,8.0,0.0,0.0,0.0
ABR,6,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,7,6.0,0.0,40.0,0.0,2.0,0.0
ABR,8,0.0,0.0,20.0,0.0,0.0,0.0
ABR,9,0.0,0.0,25.0,0.0,2.0,0.0
ABR,10,60.0,0.0,4.0,0.0,0.0,0.0
ABR,11,3.0,0.0,22.0,0.0,4.0,0.0
ABR,12,516.0,0.0,5.0,0.0,3.0,9.0
ABR,13,0.0,0.0,0.0,0.0,0.0,12.0
ABR,14,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,15,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,16,0.0,0.0,16.0,0.0,0.0,0.0
ABR,17,0.0,0.0,0.0,0.0,0.0,1.0
ABR,18,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,19,1.0,0.0,2.0,0.0,12.0,0.0
ABR,20,19.0,0.0,10.0,0.0,0.0,0.0
ABR,21,0.0,0.0,36.0,0.0,0.0,0.0
ABR,22,0.0,0.0,0.0,0.0,0.0,7.0
ABR,23,0.0,0.0,0.0,0.0,0.0,2.0
ABR,24,0.0,0.0,0.0,0.0,0.0,8.0
ABR,25,6.0,0.0,16.0,0.0,35.0,0.0
ABR,26,0.0,0.0,0.0,0.0,0.0,3.0
ABR,27,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,28,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,29,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,30,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,31,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,1,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,2,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,3,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,4,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,5,0.0,0.0,0.0,0.0,69.0,1.0
ABY,6,0.0,0.0,0.0,0.0,0.0,6.0
ABY,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,8,0.0,0.0,0.0,0.0,19.0,12.0
ABY,9,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,10,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,11,144.0,0.0,0.0,0.0,0.0,3.0
ABY,12,0.0,0.0,0.0,0.0,0.0,9.0
ABY,13,180.0,0.0,0.0,0.0,0.0,2.0
ABY,14,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,15,0.0,0.0,0.0,0.0,0.0,15.0
ABY,16,0.0,0.0,0.0,0.0,0.0,5.0
ABY,17,0.0,0.0,17.0,0.0,0.0,0.0
ABY,18,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,19,0.0,0.0,0.0,0.0,98.0,5.0
ABY,20,0.0,0.0,0.0,0.0,0.0,5.0
ABY,21,0.0,0.0,0.0,0.0,26.0,2.0
ABY,22,0.0,0.0,17.0,0.0,0.0,0.0
ABY,23,0.0,0.0,8.0,0.0,106.0,0.0
ABY,24,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,25,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,26,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,27,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,28,0.0,0.0,0.0,0.0,0.0,12.0
ABY,29,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,30,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,31,0.0,0.0,0.0,0.0,0.0,-0.0
ACT,1,0.0,0.0,0.0,0.0,0.0,-0.0
ACT,2,0.0,0.0,0.0,0.0,0.0,-0.0
ACT,3,0.0,0.0,0.0,0.0,0.0,-0.0
ACT,4,0.0,0.0,0.0,0.0,0.0,22.0
ACT,5,0.0,0.0,0.0,0.0,0.0,-0.0
ACT,6,0.0,0.0,22.0,0.0,0.0,0.0
ACT,7,0.0,0.0,0.0,0.0,0.0,22.0
ACT,8,0.0,0.0,0.0,0.0,96.0,4.0
ACT,9,0.0,0.0,0.0,0.0,0.0,-0.0
ACT,10,70.0,0.0,13.0,0.0,16.0,2.0
ACT,11,197.0,0.0,0.0,0.0,0.0,14.0
