Origin,DayofMonth,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,UnknownDelay
ABE,1,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,2,1.0,0.0,3.0,0.0,153.0,8.0
ABE,3,0.0,0.0,0.0,0.0,0.0,22.0
ABE,4,0.0,0.0,37.0,0.0,0.0,0.0
ABE,5,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,6,0.0,0.0,0.0,0.0,0.0,5.0
ABE,7,0.0,0.0,0.0,0.0,0.0,18.0
ABE,8,0.0,0.0,2.0,0.0,85.0,0.0
ABE,9,0.0,0.0,23.0,0.0,0.0,0.0
ABE,10,3.0,0.0,165.0,0.0,58.0,0.0
ABE,11,0.0,0.0,24.0,0.0,0.0,0.0
ABE,12,15.0,0.0,15.0,0.0,42.0,0.0
ABE,13,20.0,0.0,58.0,0.0,120.0,0.0
ABE,14,0.0,0.0,0.0,0.0,0.0,59.0
ABE,15,166.0,40.0,16.0,0.0,30.0,31.0
ABE,16,0.0,23.0,20.0,0.0,0.0,7.0
ABE,17,30.0,0.0,0.0,0.0,4.0,44.0
ABE,18,0.0,0.0,35.0,0.0,0.0,0.0
ABE,19,0.0,0.0,0.0,0.0,143.0,59.0
ABE,20,13.0,0.0,40.0,0.0,36.0,0.0
ABE,21,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,22,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,23,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,24,0.0,0.0,21.0,0.0,130.0,0.0
ABE,25,0.0,0.0,0.0,0.0,0.0,6.0
ABE,26,6.0,0.0,9.0,0.0,1.0,0.0
ABE,27,0.0,0.0,0.0,0.0,0.0,20.0
ABE,28,0.0,0.0,0.0,0.0,36.0,16.0
ABE,29,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,30,3.0,0.0,5.0,0.0,46.0,11.0
ABE,31,0.0,0.0,0.0,0.0,220.0,38.0
ABQ,1,23.0,0.0,74.0,0.0,225.0,0.0
ABQ,2,29.0,0.0,23.0,0.0,138.0,124.0
ABQ,3,95.0,0.0,25.0,0.0,110.0,129.0
ABQ,4,14.0,0.0,1.0,0.0,50.0,29.0
ABQ,5,28.0,7.0,209.0,0.0,365.0,0.0
ABQ,6,47.0,0.0,769.0,0.0,719.0,31.0
ABQ,7,612.0,19.0,78.0,0.0,163.0,11.0
ABQ,8,17.0,0.0,88.0,0.0,160.0,145.0
ABQ,9,51.0,0.0,56.0,0.0,169.0,106.0
ABQ,10,18.0,0.0,24.0,0.0,305.0,70.0
ABQ,11,26.0,0.0,0.0,0.0,67.0,108.0
ABQ,12,291.0,0.0,136.0,0.0,193.0,28.0
ABQ,13,12.0,73.0,35.0,0.0,393.0,107.0
ABQ,14,603.0,0.0,40.0,0.0,252.0,41.0
ABQ,15,18.0,0.0,16.0,0.0,157.0,116.0
ABQ,16,245.0,0.0,25.0,0.0,138.0,132.0
ABQ,17,162.0,0.0,0.0,0.0,144.0,107.0
ABQ,18,71.0,0.0,0.0,0.0,0.0,94.0
ABQ,19,471.0,0.0,17.0,0.0,185.0,33.0
ABQ,20,25.0,0.0,15.0,0.0,100.0,114.0
ABQ,21,220.0,0.0,41.0,0.0,137.0,24.0
ABQ,22,27.0,0.0,18.0,0.0,132.0,35.0
ABQ,23,39.0,0.0,19.0,0.0,115.0,138.0
ABQ,24,37.0,0.0,164.0,0.0,290.0,32.0
ABQ,25,60.0,0.0,56.0,0.0,70.0,7.0
ABQ,26,12.0,0.0,55.0,0.0,87.0,8.0
ABQ,27,220.0,0.0,23.0,0.0,74.0,57.0
ABQ,28,50.0,0.0,260.0,0.0,162.0,0.0
ABQ,29,524.0,37.0,41.0,0.0,198.0,123.0
