Origin,DayofMonth,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,UnknownDelay
ABE,1,0.0,0.0,14.0,0.0,40.0,0.0
ABE,2,0.0,0.0,0.0,0.0,114.0,15.0
ABE,3,107.0,0.0,0.0,0.0,0.0,21.0
ABE,4,0.0,0.0,0.0,0.0,0.0,4.0
ABE,5,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,6,0.0,0.0,0.0,0.0,27.0,38.0
ABE,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,8,0.0,0.0,19.0,0.0,77.0,8.0
ABE,9,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,10,0.0,101.0,5.0,0.0,0.0,0.0
ABE,11,5.0,0.0,9.0,0.0,27.0,0.0
ABE,12,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,13,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,14,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,15,5.0,0.0,9.0,0.0,9.0,0.0
ABE,16,0.0,0.0,0.0,0.0,20.0,41.0
ABE,17,0.0,0.0,17.0,0.0,0.0,0.0
ABE,18,36.0,0.0,11.0,0.0,11.0,0.0
ABE,19,0.0,0.0,0.0,0.0,0.0,36.0
ABE,20,0.0,0.0,0.0,0.0,0.0,14.0
ABE,21,34.0,0.0,96.0,0.0,77.0,0.0
ABE,22,0.0,0.0,0.0,0.0,0.0,2.0
ABE,23,145.0,0.0,0.0,0.0,0.0,35.0
ABE,24,0.0,0.0,0.0,0.0,0.0,2.0
ABE,25,0.0,0.0,0.0,0.0,0.0,4.0
ABE,26,158.0,0.0,0.0,0.0,0.0,22.0
ABE,27,0.0,0.0,0.0,0.0,0.0,5.0
ABE,28,0.0,0.0,0.0,0.0,0.0,55.0
ABE,29,93.0,0.0,15.0,0.0,0.0,0.0
ABE,30,22.0,0.0,20.0,0.0,0.0,0.0
ABI,1,0.0,0.0,0.0,0.0,33.0,11.0
ABI,2,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,4,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,5,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,6,0.0,0.0,0.0,0.0,67.0,18.0
ABI,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,8,2.0,0.0,20.0,0.0,0.0,0.0
ABI,9,0.0,0.0,17.0,0.0,0.0,0.0
ABI,11,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,12,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,13,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,14,0.0,0.0,0.0,0.0,0.0,9.0
ABI,15,0.0,0.0,0.0,0.0,119.0,9.0
ABI,16,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,18,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,19,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,20,0.0,0.0,0.0,0.0,20.0,11.0
ABI,21,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,22,16.0,0.0,0.0,0.0,8.0,1.0
ABI,23,0.0,0.0,0.0,0.0,15.0,10.0
ABI,25,0.0,0.0,21.0,0.0,0.0,0.0
ABI,26,2.0,0.0,21.0,0.0,0.0,0.0
ABI,27,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,28,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,29,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,30,0.0,0.0,0.0,0.0,0.0,-0.0
ABQ,1,16.0,0.0,102.0,0.0,209.0,32.0
ABQ,2,0.0,0.0,36.0,0.0,96.0,56.0
ABQ,3,6.0,0.0,16.0,0.0,12.0,56.0
ABQ,4,6.0,0.0,18.0,0.0,66.0,10.0
ABQ,5,4.0,0.0,48.0,0.0,40.0,107.0
ABQ,6,86.0,0.0,42.0,0.0,30.0,47.0
ABQ,7,58.0,56.0,26.0,0.0,0.0,10.0
ABQ,8,0.0,0.0,24.0,0.0,93.0,98.0
ABQ,9,579.0,0.0,160.0,0.0,291.0,0.0
ABQ,10,1.0,0.0,115.0,0.0,15.0,0.0
ABQ,11,263.0,209.0,131.0,425.0,632.0,75.0
ABQ,12,19.0,35.0,17.0,0.0,296.0,5.0
ABQ,13,63.0,0.0,161.0,0.0,392.0,73.0
ABQ,14,183.0,44.0,53.0,0.0,96.0,-0.0
ABQ,15,255.0,0.0,42.0,0.0,141.0,152.0
ABQ,16,21.0,0.0,29.0,0.0,114.0,70.0
ABQ,17,0.0,0.0,0.0,0.0,0.0,53.0
ABQ,18,55.0,87.0,118.0,0.0,223.0,149.0
ABQ,19,156.0,0.0,45.0,0.0,331.0,96.0
ABQ,20,118.0,0.0,0.0,0.0,0.0,72.0
ABQ,21,359.0,0.0,60.0,0.0,225.0,0.0
ABQ,22,18.0,24.0,199.0,0.0,488.0,0.0
ABQ,23,86.0,0.0,117.0,0.0,18.0,0.0
ABQ,24,12.0,0.0,58.0,0.0,60.0,4.0
ABQ,25,137.0,103.0,343.0,0.0,482.0,0.0
ABQ,26,18.0,0.0,9.0,0.0,214.0,168.0
ABQ,27,35.0,0.0,7.0,0.0,23.0,54.0
ABQ,28,0.0,0.0,18.0,0.0,46.0,81.0
ABQ,29,70.0,9.0,65.0,0.0,189.0,107.0
ABQ,30,14.0,0.0,42.0,0.0,76.0,22.0
ABR,1,0.0,0.0,0.0,0.0,0.0,1.0
ABR,2,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,3,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,4,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,5,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,6,14.0,0.0,8.0,0.0,132.0,8.0
ABR,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,8,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,9,0.0,0.0,0.0,0.0,0.0,2.0
ABR,10,0.0,0.0,0.0,0.0,0.0,7.0
ABR,11,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,12,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,13,0.0,0.0,0.0,0.0,0.0,1.0
ABR,14,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,15,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,16,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,17,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,18,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,19,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,20,0.0,0.0,0.0,0.0,0.0,10.0
ABR,21,0.0,0.0,0.0,0.0,62.0,15.0
ABR,22,0.0,0.0,0.0,0.0,0.0,6.0
ABR,23,0.0,0.0,0.0,0.0,0.0,9.0
ABR,24,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,25,0.0,0.0,0.0,0.0,0.0,2.0
ABR,26,0.0,0.0,0.0,0.0,0.0,1.0
ABR,27,0.0,0.0,0.0,0.0,0.0,1.0
ABR,28,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,29,0.0,0.0,0.0,0.0,0.0,-0.0
ABR,30,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,1,0.0,0.0,1.0,0.0,165.0,0.0
ABY,2,0.0,0.0,0.0,0.0,0.0,5.0
ABY,3,0.0,0.0,0.0,0.0,0.0,11.0
ABY,4,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,5,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,6,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,8,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,9,0.0,0.0,0.0,0.0,0.0,7.0
ABY,10,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,11,259.0,0.0,0.0,0.0,0.0,12.0
ABY,12,24.0,0.0,3.0,0.0,10.0,0.0
ABY,13,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,14,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,15,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,16,0.0,0.0,0.0,0.0,0.0,-0.0
ABY,17,0.0,0.0,0.0,0.0,0.0,-0.0
