Origin,DepDelayMinutes,Flights,Lat,Lng,Year,Month
MAF,12.0,500,31.9425,-102.20194,2016,11
MBS,7.600000000000023,138,43.53278,-84.07972,2016,11
MCI,15.0,3530,39.29749999,-94.71388888,2016,11
MCO,18.0,10161,28.4286111111,-81.3086111111,2016,11
MDT,19.0,282,40.19361,-76.76333,2016,11
MDW,23.0,6893,41.7861111111,-87.7525,2016,11
MEI,76.90000000000008,81,32.3325,-88.75194,2016,11
MEM,17.0,1213,35.0436111111,-89.9763888889,2016,11
MFE,8.200000000000017,189,26.17583,-98.23861,2016,11
MFR,34.0,230,42.374222,-122.8735,2016,11
MGM,41.599999999999966,210,32.30056,-86.39389,2016,11
MHT,17.900000000000034,565,42.9283333333,-71.4375,2016,11
MIA,24.0,5498,25.7941666667,-80.2855555556,2016,11
MKE,19.0,2477,42.9469444444,-87.9022222222,2016,11
MKG,38.50000000000004,55,43.1694861,-86.238222,2016,11
MLB,5.0,108,28.10278,-80.64528,2016,11
MLI,22.0,259,41.44861,-90.5075,2016,11
MLU,43.70000000000002,236,32.51083,-92.03778,2016,11
MOB,22.0,450,30.69139,-88.24278,2016,11
MOT,56.40000000000008,107,48.25944,-101.28028,2016,11
MQT,32.60000000000002,55,46.35361,-87.39528,2016,11
MRY,46.0,259,36.58694,-121.84306,2016,11
MSN,22.700000000000045,594,43.13972,-89.3375,2016,11
MSO,7.0,168,46.91639,-114.09056,2016,11
MSP,20.0,10235,44.8816666667,-93.2208333333,2016,11
MSY,19.0,3713,29.9933333333,-90.2580555556,2016,11
MTJ,0.0,11,38.5097944,-107.8942417,2016,11
MYR,32.80000000000007,333,33.67972,-78.92833,2016,11
OAJ,10.700000000000003,104,34.82917,-77.61222,2016,11
OAK,24.0,4089,37.7213888889,-122.2208333333,2016,11
OGG,10.0,1846,20.8922222222,-156.4380555556,2016,11
OKC,17.0,1263,35.39306,-97.60083,2016,11
OMA,16.0,1557,41.3011111111,-95.8902777778,2016,11
OME,16.0,58,64.51222,-165.44528,2016,11
ONT,22.0,1609,34.05611,-117.60111,2016,11
ORD,31.0,19488,41.97805555,-87.90611111,2016,11
ORF,21.0,816,36.8944444444,-76.2008333333,2016,11
ORH,14.900000000000013,58,42.26722,-71.87583,2016,11
OTH,43.0,16,43.4163888889,-124.2466666667,2016,11
OTZ,13.0,58,66.8905555556,-162.6041666667,2016,11
PAH,9.200000000000003,55,37.06028,-88.77306,2016,11
PBG,21.60000000000001,40,44.65083,-73.46806,2016,11
PBI,29.0,2031,26.6830555556,-80.0955555556,2016,11
PDX,14.0,4789,45.5875,-122.5933333333,2016,11
PGD,34.40000000000002,40,26.91972,-81.99056,2016,11
PHF,18.0,87,37.13194,-76.49306,2016,11
PHL,20.0,5980,39.8686111111,-75.2483333333,2016,11
PHX,22.200000000000728,12744,33.4341666667,-112.011666667,2016,11
PIA,26.5,206,40.66417,-89.69333,2016,11
PIB,85.79999999999998,52,31.46722,-89.33694,2016,11
PIH,20.499999999999986,78,42.909806,-112.595917,2016,11
PIT,18.0,2164,40.4913888889,-80.2327777778,2016,11
PLN,40.60000000000005,77,45.57083,-84.79667,2016,11
PNS,8.0,444,30.47333,-87.18667,2016,11
PPG,4.0,8,-14.3316666667,-170.7113888889,2016,11
PSC,27.19999999999996,287,46.2646778,-119.119028,2016,11
PSE,3.4000000000000057,69,18.00833,-66.56306,2016,11
PSG,12.500000000000064,58,56.80167,-132.94528,2016,11
PSP,28.700000000000045,907,33.829667,-116.506694,2016,11
PVD,16.0,1127,41.72389,-71.42833,2016,11
PWM,32.30000000000001,445,43.6458333333,-70.3091666667,2016,11
RAP,6.800000000000011,153,44.04528,-103.05722,2016,11
RDD,21.89999999999999,90,40.50889,-122.29333,2016,11
RDM,17.30000000000001,260,44.254333,-121.149972,2016,11
RDU,20.0,2927,35.8772222222,-78.7888888889,2016,11
RHI,32.400000000000006,84,45.63139,-89.4675,2016,11
RIC,34.0,1295,37.505,-77.3241666667,2016,11
RKS,0.0,55,41.59417,-109.06528,2016,11
RNO,19.200000000000045,1154,39.49917,-119.76806,2016,11
ROA,29.80000000000001,188,37.325472,-79.975417,2016,11
ROC,26.899999999999977,623,43.1188888889,-77.6725,2016,11
ROW,24.1,52,33.30167,-104.53056,2016,11
RST,30.199999999999974,104,43.90833,-92.5,2016,11
RSW,9.0,2488,26.5361111111,-81.7552777778,2016,11
SAF,44.10000000000001,106,35.61722,-106.08944,2016,11
SAN,21.0,6313,32.7336111111,-117.1897222222,2016,11
SAT,22.09999999999991,2631,29.5266666667,-98.4719444444,2016,11
SAV,32.80000000000007,586,32.1275,-81.20194,2016,11
SBA,41.0,466,34.42611,-119.84028,2016,11
SBN,31.600000000000023,441,41.70833,-86.31722,2016,11
SBP,49.0,265,35.23694,-120.64194,2016,11
SCC,2.900000000000013,59,70.19472,-148.46528,2016,11
SCE,24.39999999999997,57,40.84917,-77.84861,2016,11
SDF,21.800000000000068,797,38.17444,-85.73611,2016,11
SEA,16.0,10171,47.4488888889,-122.309444444,2016,11
SFO,32.0,13874,37.6180555556,-122.3786111111,2016,11
SGF,22.0,202,37.24556,-93.38861,2016,11
SGU,5.2000000000000455,198,37.0375,-113.5036111111,2016,11
SHV,21.30000000000001,493,32.44667,-93.82556,2016,11
SIT,15.600000000000023,83,57.04722,-135.36167,2016,11
SJC,22.0,3596,37.3627777778,-121.9291666667,2016,11
SJT,36.200000000000145,85,31.35778,-100.49639,2016,11
SJU,14.0,2045,18.4380555556,-66.0044444444,2016,11
SLC,11.0,8582,40.7861111111,-111.9822222222,2016,11
SMF,23.0,3499,38.6955555556,-121.5908333333,2016,11
SNA,21.0,3450,33.6755555556,-117.8683333333,2016,11
SPI,15.800000000000026,136,39.84417,-89.67806,2016,11
SPS,22.0,82,33.98889,-98.49194,2016,11
SRQ,10.0,227,27.39556,-82.55444,2016,11
STL,23.0,4657,38.7472222222,-90.3613888889,2016,11
STT,10.399999999999977,339,18.3369444444,-64.9730555556,2016,11
STX,6.5,86,17.70167,-64.80167,2016,11
SUN,2.200000000000017,58,43.50389,-114.29556,2016,11
SWF,64.6,58,41.50417,-74.10472,2016,11
SYR,21.600000000000023,466,43.1127777778,-76.1119444444,2016,11
TLH,5.199999999999989,190,30.3952777778,-84.3452777778,2016,11
TPA,13.0,5507,27.9755555556,-82.5333333333,2016,11
TRI,21.200000000000017,189,36.4752139,-82.4074194,2016,11
TTN,29.200000000000017,180,40.27667,-74.81333,2016,11
TUL,13.0,1150,36.19833,-95.88806,2016,11
TUS,20.0,1423,32.11611,-110.94111,2016,11
TVC,28.0,106,44.74139,-85.58222,2016,11
TWF,3.8000000000000114,82,42.4818028,-114.4877333,2016,11
TXK,16.1,51,33.45361,-93.99111,2016,11
TYS,24.0,608,35.81111,-83.99389,2016,11
VLD,5.799999999999997,83,30.78139,-83.27611,2016,11
VPS,15.400000000000034,285,30.4833333333,-86.5252777778,2016,11
WRG,33.20000000000002,58,56.48444,-132.36972,2016,11
XNA,13.0,449,36.28194,-94.30694,2016,11
YAK,1.1999999999999957,58,59.50333,-139.66028,2016,11
YUM,20.0,145,32.65667,-114.60611,2016,11
ABE,27.19999999999999,160,40.65194,-75.44056,2017,5
ABQ,32.0,1650,35.0402777778,-106.6091666667,2017,5
ABR,14.799999999999997,62,45.44917,-98.42194,2017,5
ABY,15.800000000000011,85,31.53556,-84.19444,2017,5
ACK,236.60000000000005,37,41.25306,-70.06028,2017,5
ACV,47.599999999999994,97,40.97806,-124.10861,2017,5
ACY,34.10000000000002,310,39.4575,-74.57722,2017,5
ADK,29.5,8,51.87806,-176.64611,2017,5
ADQ,0.0,58,57.75,-152.49389,2017,5
AEX,58.2000000000001,225,31.3275,-92.54861,2017,5
AGS,37.69999999999996,231,33.37,-81.9641666667,2017,5
ALB,25.5,746,42.74583333,-73.80527777,2017,5
ALO,57.199999999999974,58,42.55694,-92.40028,2017,5
AMA,18.700000000000017,268,35.21944,-101.70583,2017,5
ANC,6.0,1431,61.1741666667,-149.9816666667,2017,5
APN,3.0,53,45.07806,-83.56028,2017,5
ASE,72.49999999999999,141,39.22306,-106.86889,2017,5
ATL,37.0,32157,33.6394444444,-84.4280555556,2017,5
ATW,5.0,202,44.25806,-88.51917,2017,5
AUS,36.0,4565,30.1944444444,-97.67,2017,5
AVL,38.39999999999998,326,35.43611,-82.54167,2017,5
AVP,29.0,107,41.33833,-75.72333,2017,5
AZO,14.0,250,42.235,-85.55194,2017,5
BDL,20.0,1931,41.9388888889,-72.6833333333,2017,5
BET,0.0,85,60.7797222222,-161.8380555556,2017,5
BFL,17.0,177,35.43361,-119.05667,2017,5
BGM,0.0,1,42.20861,-75.97972,2017,5
BGR,107.0,54,44.80722,-68.82806,2017,5
BHM,27.0,987,33.5616666667,-86.7530555556,2017,5
BIL,0.0,265,45.80778,-108.54278,2017,5
BIS,6.099999999999994,230,46.77278,-100.74583,2017,5
BJI,74.49999999999999,62,47.51083,-94.93472,2017,5
BLI,3.8999999999999986,62,48.79275,-122.537528,2017,5
BMI,13.800000000000011,229,40.47722,-88.91583,2017,5
BNA,37.0,4490,36.12666666,-86.68194444,2017,5
BOI,19.0,1237,43.5644444444,-116.2227777778,2017,5
BOS,71.0,11051,42.3616666667,-71.0116666667,2017,5
BQK,16.0,85,31.25889,-81.46639,2017,5
BQN,97.80000000000001,168,18.495,-67.12944,2017,5
BRD,4.0,54,46.39833,-94.13806,2017,5
BRO,0.0,113,25.90694,-97.42583,2017,5
BRW,10.0,78,71.28556,-156.76611,2017,5
BTM,0.0,58,45.95472,-112.4975,2017,5
BTR,79.70000000000005,611,30.53278,-91.15,2017,5
BTV,120.40000000000003,255,44.47194,-73.15333,2017,5
BUF,46.0,1557,42.9405555556,-78.7322222222,2017,5
BUR,37.0,2150,34.2005555556,-118.3586111111,2017,5
BWI,38.0,8821,39.1791666667,-76.6688888889,2017,5
BZN,3.0,296,45.7775,-111.15306,2017,5
CAE,35.200000000000045,342,33.93889,-81.11944,2017,5
CAK,45.200000000000045,597,40.91611,-81.44222,2017,5
CDC,6.0,54,37.70083,-113.09889,2017,5
CDV,2.8999999999999986,62,60.49167,-145.4775,2017,5
CHA,54.799999999999955,326,35.03528,-85.20389,2017,5
CHO,47.60000000000002,229,38.138639,-78.452861,2017,5
CHS,57.700000000000045,1274,32.89861,-80.04056,2017,5
CID,34.400000000000034,439,41.884694,-91.710806,2017,5
CIU,1.200000000000017,58,46.25083,-84.4725,2017,5
CLE,44.0,3063,41.4075,-81.8511111111,2017,5
CLL,50.0,174,30.58861,-96.36389,2017,5
CLT,31.0,9945,35.2138888889,-80.9430555556,2017,5
CMH,31.0,2049,39.995,-82.8891666667,2017,5
CMX,1.0,62,47.16833,-88.48917,2017,5
COD,8.600000000000001,65,44.52028,-109.02389,2017,5
COS,46.200000000000045,693,38.80583,-104.70083,2017,5
COU,0.0,31,38.81806,-92.21972,2017,5
CPR,1.0,62,42.90806,-106.46444,2017,5
CRP,17.69999999999999,317,27.77028,-97.50111,2017,5
CRW,69.0,236,38.37306,-81.59306,2017,5
CSG,40.50000000000003,112,32.51639,-84.93889,2017,5
CVG,39.0,1557,39.0527777778,-84.6616666667,2017,5
CWA,9.0,162,44.7775,-89.6666667,2017,5
DAB,78.20000000000002,179,29.18,-81.05806,2017,5
DAL,42.0,5871,32.84722,-96.85167,2017,5
DAY,21.0,483,39.9025,-84.21944,2017,5
DCA,34.0,6551,38.8491666667,-77.0413888889,2017,5
DEN,37.0,19122,39.8533333333,-104.6755555556,2017,5
DFW,39.0,15470,32.8980555556,-97.0408333333,2017,5
DHN,19.599999999999966,93,31.32111,-85.44944,2017,5
DLH,3.799999999999983,178,46.84222,-92.19361,2017,5
DRO,1.6000000000000085,115,37.15139,-107.75389,2017,5
DSM,24.899999999999977,704,41.53389,-93.66306,2017,5
DTW,30.0,11178,42.2083333333,-83.3566666667,2017,5
DVL,6.800000000000004,53,48.11444,-98.90861,2017,5
EAU,1.3000000000000043,58,44.86583,-91.48417,2017,5
ECP,29.800000000000068,438,30.3416666667,-85.7972222222,2017,5
EKO,0.3999999999999986,57,40.825,-115.79167,2017,5
ELM,38.19999999999999,113,42.16,-76.89167,2017,5
ELP,37.80000000000007,932,31.80722,-106.3775,2017,5
ERI,5.0,176,42.08194,-80.17611,2017,5
ESC,12.400000000000013,54,45.72278,-87.09361,2017,5
EUG,31.0,361,44.12306,-123.21861,2017,5
EVV,14.800000000000011,252,38.03694,-87.5325,2017,5
EWN,29.4,57,35.07306,-77.04306,2017,5
EWR,74.0,10010,40.6897222222,-74.175,2017,5
EYW,35.0,158,24.5558333333,-81.7591666667,2017,5
FAI,2.0,258,64.815,-147.8563888889,2017,5
FAR,5.299999999999983,280,46.92056,-96.81583,2017,5
FAT,35.0,734,36.77611,-119.71806,2017,5
FAY,28.0,145,34.99111,-78.88028,2017,5
FCA,0.0,151,48.31056,-114.25611,2017,5
FLG,0.7000000000000028,124,35.14028,-111.66917,2017,5
FLL,68.0,7248,26.0716666667,-80.1472222222,2017,5
FNT,17.40000000000009,343,42.96556,-83.74361,2017,5
FSD,28.300000000000068,395,43.58194,-96.74194,2017,5
FSM,67.70000000000005,58,35.33667,-94.3675,2017,5
FWA,21.5,467,40.97833,-85.195,2017,5
GCC,0.20000000000000284,89,44.34889,-105.53944,2017,5
GEG,18.600000000000023,825,47.62,-117.53389,2017,5
GFK,0.0,144,47.94917,-97.17611,2017,5
GJT,0.0,260,39.1225,-108.52667,2017,5
GNV,18.600000000000023,113,29.69,-82.27167,2017,5
GPT,21.0,208,30.40722,-89.07,2017,5
GRB,10.300000000000011,451,44.48472,-88.12972,2017,5
GRK,64.50000000000014,103,31.06722,-97.82889,2017,5
GRR,14.0,895,42.8838888889,-85.5294444444,2017,5
GSO,60.0,443,36.09778,-79.93722,2017,5
GSP,42.200000000000045,685,34.89556,-82.21889,2017,5
GTF,0.0,119,47.482,-111.3706833,2017,5
GTR,9.599999999999994,62,33.450333,-88.5913667,2017,5
GUM,22.0,31,13.48389,144.79722,2017,5
HDN,0.0,9,40.48111,-107.21778,2017,5
HIB,4.200000000000017,54,47.38667,-92.83889,2017,5
HLN,0.0,148,46.606806,-111.98275,2017,5
HNL,11.0,4130,21.3258333333,-157.9216666667,2017,5
HOB,1.6000000000000014,56,32.6875,-103.21694,2017,5
HOU,38.0,4589,29.6455555556,-95.2788888889,2017,5
HPN,62.700000000000045,600,41.06694,-73.7075,2017,5
HRL,33.900000000000006,246,26.22861,-97.65444,2017,5
HSV,10.800000000000068,344,34.63722,-86.775,2017,5
HYS,12.400000000000013,54,38.84222,-99.27306,2017,5
IAD,44.0,3232,38.9519444444,-77.4480555556,2017,5
IAG,38.39999999999999,45,43.10722,-78.94611,2017,5
IAH,31.0,11505,29.9855555556,-95.3422222222,2017,5
ICT,28.0,770,37.649944,-97.43306,2017,5
IDA,2.700000000000017,205,43.513722,-112.07075,2017,5
IFP,13.0,31,35.1575,-114.55944,2017,5
ILM,16.0,125,34.27056,-77.9025,2017,5
IMT,3.5999999999999943,58,45.81833,-88.11444,2017,5
IND,33.0,2359,39.7172222222,-86.2944444444,2017,5
INL,0.0,52,48.56611,-93.40306,2017,5
ISN,4.700000000000003,94,48.17806,-103.64222,2017,5
ISP,24.69999999999999,445,40.79528,-73.10028,2017,5
ITH,39.20000000000003,89,42.49111,-76.45833,2017,5
ITO,8.0,529,19.72028,-155.04833,2017,5
JAC,2.3000000000000114,148,43.6069444444,-110.7377777778,2017,5
JAN,19.0,406,32.31111,-90.07583,2017,5
JAX,54.0,1613,30.4908333333,-81.6833333333,2017,5
JFK,91.0,8148,40.6441666667,-73.7822222222,2017,5
JMS,16.799999999999983,84,46.92972,-98.67833,2017,5
JNU,10.900000000000034,365,58.355,-134.57639,2017,5
KOA,12.0,1099,19.7388888889,-156.0455555556,2017,5
KTN,15.800000000000068,199,55.35556,-131.71389,2017,5
LAN,18.49999999999997,231,42.778639,-84.586194,2017,5
LAR,0.0,54,41.31194,-105.675,2017,5
LAS,45.0,13121,36.08,-115.1533333333,2017,5
LAW,99.4,17,34.5675,-98.41639,2017,5
LAX,62.0,18169,33.9425222,-118.4071611,2017,5
LBB,31.400000000000034,372,33.66361,-101.82278,2017,5
LBE,31.60000000000001,84,40.27472,-79.40667,2017,5
LCH,11.400000000000034,141,30.12611,-93.22333,2017,5
LEX,33.0,463,38.03639,-84.60583,2017,5
LFT,49.40000000000006,273,30.20528,-91.9875,2017,5
LGA,74.0,7931,40.7747222222,-73.8719444444,2017,5
LGB,42.0,1405,33.81778,-118.15167,2017,5
LIH,9.0,1015,21.9786111111,-159.3422222222,2017,5
LIT,23.200000000000045,673,34.72944,-92.22444,2017,5
LNK,6.400000000000034,240,40.85111,-96.75917,2017,5
LRD,16.0,203,27.54389,-99.46167,2017,5
LSE,18.19999999999999,176,43.87917,-91.25667,2017,5
LWS,0.0,60,46.3744972,-117.0153944,2017,5
MAF,21.0,443,31.9425,-102.20194,2017,5
MBS,0.0,170,43.53278,-84.07972,2017,5
MCI,28.0,3963,39.29749999,-94.71388888,2017,5
MCO,51.0,11009,28.4286111111,-81.3086111111,2017,5
MDT,5.400000000000006,247,40.19361,-76.76333,2017,5
MDW,33.0,7443,41.7861111111,-87.7525,2017,5
MEI,40.800000000000054,85,32.3325,-88.75194,2017,5
MEM,25.0,1288,35.0436111111,-89.9763888889,2017,5
MFE,12.0,207,26.17583,-98.23861,2017,5
MFR,42.60000000000002,211,42.374222,-122.8735,2017,5
MGM,65.69999999999996,180,32.30056,-86.39389,2017,5
MHK,49.0,129,39.14111,-96.67083,2017,5
MHT,11.600000000000023,545,42.9283333333,-71.4375,2017,5
MIA,52.0,5787,25.7941666667,-80.2855555556,2017,5
MKE,27.0,2599,42.9469444444,-87.9022222222,2017,5
MKG,0.3999999999999986,58,43.1694861,-86.238222,2017,5
MLB,35.70000000000002,144,28.10278,-80.64528,2017,5
MLI,13.0,315,41.44861,-90.5075,2017,5
MLU,26.0,169,32.51083,-92.03778,2017,5
MOB,26.200000000000045,292,30.69139,-88.24278,2017,5
MOT,4.700000000000017,195,48.25944,-101.28028,2017,5
MQT,16.19999999999999,88,46.35361,-87.39528,2017,5
MRY,120.0,236,36.58694,-121.84306,2017,5
MSN,25.200000000000045,829,43.13972,-89.3375,2017,5
MSO,2.0999999999999943,190,46.91639,-114.09056,2017,5
MSP,25.0,11619,44.8816666667,-93.2208333333,2017,5
MSY,45.0,4220,29.9933333333,-90.2580555556,2017,5
MVY,175.60000000000002,8,41.39306,-70.61444,2017,5
MYR,58.30000000000007,676,33.67972,-78.92833,2017,5
OAJ,25.400000000000034,117,34.82917,-77.61222,2017,5
OAK,36.0,4349,37.7213888889,-122.2208333333,2017,5
OGG,13.0,2030,20.8922222222,-156.4380555556,2017,5
OKC,22.299999999999955,1213,35.39306,-97.60083,2017,5
OMA,23.0,1813,41.3011111111,-95.8902777778,2017,5
OME,0.0,62,64.51222,-165.44528,2017,5
ONT,39.40000000000009,1777,34.05611,-117.60111,2017,5
ORD,35.0,23366,41.97805555,-87.90611111,2017,5
ORF,33.0,984,36.8944444444,-76.2008333333,2017,5
ORH,106.20000000000002,62,42.26722,-71.87583,2017,5
OTH,167.5,17,43.4163888889,-124.2466666667,2017,5
OTZ,0.0,62,66.8905555556,-162.6041666667,2017,5
PAH,1.6000000000000085,58,37.06028,-88.77306,2017,5
PBG,83.00000000000004,39,44.65083,-73.46806,2017,5
PBI,65.0,1877,26.6830555556,-80.0955555556,2017,5
PDX,30.0,5211,45.5875,-122.5933333333,2017,5
PHF,28.0,91,37.13194,-76.49306,2017,5
PHL,35.0,6352,39.8686111111,-75.2483333333,2017,5
PHX,28.0,13480,33.4341666667,-112.011666667,2017,5
PIA,22.599999999999994,197,40.66417,-89.69333,2017,5
PIB,31.400000000000006,54,31.46722,-89.33694,2017,5
PIH,5.599999999999994,84,42.909806,-112.595917,2017,5
PIT,22.0,2428,40.4913888889,-80.2327777778,2017,5
PLN,8.799999999999997,83,45.57083,-84.79667,2017,5
PNS,20.399999999999977,434,30.47333,-87.18667,2017,5
PPG,0.8000000000000007,9,-14.3316666667,-170.7113888889,2017,5
PSC,7.600000000000023,296,46.2646778,-119.119028,2017,5
PSE,45.60000000000004,61,18.00833,-66.56306,2017,5
PSG,30.0,62,56.80167,-132.94528,2017,5
PSP,28.600000000000023,720,33.829667,-116.506694,2017,5
PVD,23.0,1147,41.72389,-71.42833,2017,5
PWM,61.30000000000001,558,43.6458333333,-70.3091666667,2017,5
RAP,5.599999999999994,195,44.04528,-103.05722,2017,5
RDD,57.000000000000014,92,40.50889,-122.29333,2017,5
RDM,65.99999999999997,273,44.254333,-121.149972,2017,5
RDU,34.0,3014,35.8772222222,-78.7888888889,2017,5
RHI,84.60000000000001,62,45.63139,-89.4675,2017,5
RIC,60.5,1279,37.505,-77.3241666667,2017,5
RKS,5.799999999999997,58,41.59417,-109.06528,2017,5
RNO,37.799999999999955,1302,39.49917,-119.76806,2017,5
ROA,26.60000000000005,199,37.325472,-79.975417,2017,5
ROC,35.700000000000045,639,43.1188888889,-77.6725,2017,5
ROW,12.600000000000009,39,33.30167,-104.53056,2017,5
RST,32.79999999999998,216,43.90833,-92.5,2017,5
RSW,41.0,2153,26.5361111111,-81.7552777778,2017,5
SAF,64.00000000000006,102,35.61722,-106.08944,2017,5
SAN,32.0,7095,32.7336111111,-117.1897222222,2017,5
SAT,32.0,2798,29.5266666667,-98.4719444444,2017,5
SAV,41.0,702,32.1275,-81.20194,2017,5
SBA,82.80000000000001,451,34.42611,-119.84028,2017,5
SBN,24.0,459,41.70833,-86.31722,2017,5
SBP,102.5,360,35.23694,-120.64194,2017,5
SCC,1.0,61,70.19472,-148.46528,2017,5
SCE,13.0,150,40.84917,-77.84861,2017,5
SDF,28.300000000000068,1003,38.17444,-85.73611,2017,5
SEA,28.0,11525,47.4488888889,-122.309444444,2017,5
SFO,61.0,14367,37.6180555556,-122.3786111111,2017,5
SGF,16.600000000000023,182,37.24556,-93.38861,2017,5
SGU,3.0,242,37.0375,-113.5036111111,2017,5
SHV,23.30000000000001,403,32.44667,-93.82556,2017,5
SIT,21.60000000000001,106,57.04722,-135.36167,2017,5
SJC,34.0,4182,37.3627777778,-121.9291666667,2017,5
SJT,82.60000000000001,80,31.35778,-100.49639,2017,5
SJU,37.799999999999955,2108,18.4380555556,-66.0044444444,2017,5
SLC,18.0,9404,40.7861111111,-111.9822222222,2017,5
SMF,39.0,3747,38.6955555556,-121.5908333333,2017,5
SNA,26.0,3576,33.6755555556,-117.8683333333,2017,5
SPI,10.0,89,39.84417,-89.67806,2017,5
SRQ,85.60000000000002,275,27.39556,-82.55444,2017,5
STL,36.0,4841,38.7472222222,-90.3613888889,2017,5
STS,75.0,31,38.50889,-122.81278,2017,5
STT,30.900000000000034,384,18.3369444444,-64.9730555556,2017,5
STX,27.10000000000001,101,17.70167,-64.80167,2017,5
SUN,0.0,62,43.50389,-114.29556,2017,5
SUX,72.00000000000001,27,42.4025,-96.38444,2017,5
SWF,49.400000000000006,120,41.50417,-74.10472,2017,5
SYR,59.10000000000002,566,43.1127777778,-76.1119444444,2017,5
TLH,24.0,179,30.3952777778,-84.3452777778,2017,5
TOL,91.5,27,41.586806,-83.807833,2017,5
TPA,44.0,5898,27.9755555556,-82.5333333333,2017,5
TRI,56.80000000000001,89,36.4752139,-82.4074194,2017,5
TTN,9.199999999999989,186,40.27667,-74.81333,2017,5
TUL,25.0,1239,36.19833,-95.88806,2017,5
TUS,37.200000000000045,1320,32.11611,-110.94111,2017,5
TVC,16.099999999999994,231,44.74139,-85.58222,2017,5
TWF,5.5,86,42.4818028,-114.4877333,2017,5
TYR,31.80000000000004,31,32.3542125,-95.40241917,2017,5
TYS,45.0,480,35.81111,-83.99389,2017,5
UST,155.20000000000007,18,29.95861111,-81.33888888,2017,5
VLD,38.20000000000002,85,30.78139,-83.27611,2017,5
VPS,28.0,327,30.4833333333,-86.5252777778,2017,5
WRG,33.0,62,56.48444,-132.36972,2017,5
WYS,18.60000000000001,7,44.68833,-111.11778,2017,5
XNA,37.40000000000009,478,36.28194,-94.30694,2017,5
YAK,0.0,62,59.50333,-139.66028,2017,5
YUM,1.0,124,32.65667,-114.60611,2017,5
ABE,9.100000000000009,128,40.65194,-75.44056,2017,2
ABI,24.800000000000022,13,32.41139,-99.68194,2017,2
ABQ,20.0,1247,35.0402777778,-106.6091666667,2017,2
ABR,6.5,56,45.44917,-98.42194,2017,2
ABY,92.80000000000004,77,31.53556,-84.19444,2017,2
ACT,4.900000000000006,103,31.61139,-97.23056,2017,2
ACV,88.0,84,40.97806,-124.10861,2017,2
ACY,38.80000000000001,288,39.4575,-74.57722,2017,2
ADK,9.099999999999998,8,51.87806,-176.64611,2017,2
ADQ,6.099999999999998,35,57.75,-152.49389,2017,2
AEX,22.19999999999999,240,31.3275,-92.54861,2017,2
AGS,30.400000000000034,179,33.37,-81.9641666667,2017,2
ALB,20.0,704,42.74583333,-73.80527777,2017,2
AMA,4.599999999999994,236,35.21944,-101.70583,2017,2
ANC,19.0,1053,61.1741666667,-149.9816666667,2017,2
APN,64.79999999999998,48,45.07806,-83.56028,2017,2
ASE,81.0,682,39.22306,-106.86889,2017,2
ATL,17.0,27623,33.6394444444,-84.4280555556,2017,2
ATW,27.0,151,44.25806,-88.51917,2017,2
AUS,19.0,3379,30.1944444444,-97.67,2017,2
AVL,23.19999999999999,196,35.43611,-82.54167,2017,2
AVP,23.000000000000085,100,41.33833,-75.72333,2017,2
AZO,16.0,191,42.235,-85.55194,2017,2
BDL,24.0,1562,41.9388888889,-72.6833333333,2017,2
BET,2.6999999999999957,76,60.7797222222,-161.8380555556,2017,2
BFL,4.0,148,35.43361,-119.05667,2017,2
BGM,16.0,52,42.20861,-75.97972,2017,2
BHM,12.0,827,33.5616666667,-86.7530555556,2017,2
BIL,0.0,219,45.80778,-108.54278,2017,2
BIS,5.0,112,46.77278,-100.74583,2017,2
BJI,5.0,56,47.51083,-94.93472,2017,2
BLI,70.4,68,48.79275,-122.537528,2017,2
BMI,9.0,105,40.47722,-88.91583,2017,2
BNA,18.0,3823,36.12666666,-86.68194444,2017,2
BOI,29.0,1109,43.5644444444,-116.2227777778,2017,2
BOS,37.0,8803,42.3616666667,-71.0116666667,2017,2
BQK,24.400000000000034,77,31.25889,-81.46639,2017,2
BQN,25.5,128,18.495,-67.12944,2017,2
BRD,4.300000000000004,48,46.39833,-94.13806,2017,2
BRO,0.0,80,25.90694,-97.42583,2017,2
BRW,52.60000000000002,72,71.28556,-156.76611,2017,2
BTM,1.0,52,45.95472,-112.4975,2017,2
BTR,41.0,466,30.53278,-91.15,2017,2
BTV,48.79999999999998,260,44.47194,-73.15333,2017,2
BUF,14.900000000000091,1244,42.9405555556,-78.7322222222,2017,2
BUR,30.0,1726,34.2005555556,-118.3586111111,2017,2
BWI,19.0,6763,39.1791666667,-76.6688888889,2017,2
BZN,25.0,335,45.7775,-111.15306,2017,2
CAE,13.900000000000034,303,33.93889,-81.11944,2017,2
CAK,11.699999999999989,481,40.91611,-81.44222,2017,2
CDC,9.900000000000013,48,37.70083,-113.09889,2017,2
CDV,57.200000000000045,56,60.49167,-145.4775,2017,2
CHA,30.600000000000023,391,35.03528,-85.20389,2017,2
CHO,38.0,197,38.138639,-78.452861,2017,2
CHS,12.100000000000023,880,32.89861,-80.04056,2017,2
CID,19.100000000000023,302,41.884694,-91.710806,2017,2
CIU,12.500000000000007,52,46.25083,-84.4725,2017,2
CLE,22.0,2361,41.4075,-81.8511111111,2017,2
CLL,11.600000000000051,76,30.58861,-96.36389,2017,2
CLT,18.0,8369,35.2138888889,-80.9430555556,2017,2
