Origin,DepDelayMinutes,Flights,Lat,Lng,Year,Month
ABE,19.0,206,40.65194,-75.44056,2017,9
ABQ,19.0,1699,35.0402777778,-106.6091666667,2017,9
ABR,19.500000000000036,60,45.44917,-98.42194,2017,9
ACK,100.60000000000004,114,41.25306,-70.06028,2017,9
ACV,50.0,115,40.97806,-124.10861,2017,9
ACY,9.0,240,39.4575,-74.57722,2017,9
ADK,0.0,8,51.87806,-176.64611,2017,9
ADQ,6.0,53,57.75,-152.49389,2017,9
AEX,0.0,71,31.3275,-92.54861,2017,9
AGS,16.80000000000001,197,33.37,-81.9641666667,2017,9
ALB,17.0,773,42.74583333,-73.80527777,2017,9
ALO,35.400000000000006,55,42.55694,-92.40028,2017,9
AMA,10.099999999999994,253,35.21944,-101.70583,2017,9
ANC,9.0,1443,61.1741666667,-149.9816666667,2017,9
APN,88.79999999999993,52,45.07806,-83.56028,2017,9
ASE,9.0,331,39.22306,-106.86889,2017,9
ATL,20.0,28641,33.6394444444,-84.4280555556,2017,9
ATW,3.0,233,44.25806,-88.51917,2017,9
AUS,21.0,4345,30.1944444444,-97.67,2017,9
AVL,74.60000000000002,345,35.43611,-82.54167,2017,9
AVP,15.0,204,41.33833,-75.72333,2017,9
AZO,22.900000000000006,192,42.235,-85.55194,2017,9
BDL,12.0,1808,41.9388888889,-72.6833333333,2017,9
BET,1.5,78,60.7797222222,-161.8380555556,2017,9
BFL,3.3000000000000114,189,35.43361,-119.05667,2017,9
BGM,39.199999999999974,83,42.20861,-75.97972,2017,9
BGR,21.80000000000011,96,44.80722,-68.82806,2017,9
BHM,16.0,989,33.5616666667,-86.7530555556,2017,9
BIL,0.0,277,45.80778,-108.54278,2017,9
BIS,0.9000000000000057,243,46.77278,-100.74583,2017,9
BJI,2.6000000000000085,60,47.51083,-94.93472,2017,9
BMI,16.0,164,40.47722,-88.91583,2017,9
BNA,23.0,4595,36.12666666,-86.68194444,2017,9
BOI,17.0,1359,43.5644444444,-116.2227777778,2017,9
BOS,39.0,10365,42.3616666667,-71.0116666667,2017,9
BQN,47.60000000000004,132,18.495,-67.12944,2017,9
BRD,7.0,51,46.39833,-94.13806,2017,9
BRO,0.0,97,25.90694,-97.42583,2017,9
BRW,12.0,78,71.28556,-156.76611,2017,9
BTM,110.79999999999993,55,45.95472,-112.4975,2017,9
BTR,14.0,528,30.53278,-91.15,2017,9
BTV,41.099999999999966,307,44.47194,-73.15333,2017,9
BUF,25.0,1356,42.9405555556,-78.7322222222,2017,9
BUR,29.0,2073,34.2005555556,-118.3586111111,2017,9
BWI,20.0,8233,39.1791666667,-76.6688888889,2017,9
BZN,16.0,441,45.7775,-111.15306,2017,9
CAE,15.0,310,33.93889,-81.11944,2017,9
CAK,35.0,404,40.91611,-81.44222,2017,9
CDC,17.0,51,37.70083,-113.09889,2017,9
CDV,38.300000000000004,60,60.49167,-145.4775,2017,9
CHA,25.900000000000006,268,35.03528,-85.20389,2017,9
CHO,50.80000000000001,147,38.138639,-78.452861,2017,9
CHS,26.0,1157,32.89861,-80.04056,2017,9
CID,18.0,503,41.884694,-91.710806,2017,9
CIU,44.2,55,46.25083,-84.4725,2017,9
CLE,20.0,3226,41.4075,-81.8511111111,2017,9
CLL,3.6000000000000227,111,30.58861,-96.36389,2017,9
CLT,19.0,9395,35.2138888889,-80.9430555556,2017,9
CMH,19.0,1895,39.995,-82.8891666667,2017,9
CMX,16.80000000000001,60,47.16833,-88.48917,2017,9
COD,4.0,102,44.52028,-109.02389,2017,9
COS,14.0,806,38.80583,-104.70083,2017,9
COU,6.200000000000017,90,38.81806,-92.21972,2017,9
CPR,0.0,53,42.90806,-106.46444,2017,9
CRP,7.599999999999994,210,27.77028,-97.50111,2017,9
CRW,10.599999999999994,92,38.37306,-81.59306,2017,9
CSG,60.20000000000003,24,32.51639,-84.93889,2017,9
CVG,15.299999999999955,1729,39.0527777778,-84.6616666667,2017,9
CWA,2.8000000000000114,54,44.7775,-89.6666667,2017,9
DAB,16.799999999999997,159,29.18,-81.05806,2017,9
DAL,23.0,5661,32.84722,-96.85167,2017,9
DAY,27.600000000000136,474,39.9025,-84.21944,2017,9
DCA,22.0,5961,38.8491666667,-77.0413888889,2017,9
DEN,20.0,18831,39.8533333333,-104.6755555556,2017,9
DFW,20.0,14649,32.8980555556,-97.0408333333,2017,9
DHN,8.100000000000009,105,31.32111,-85.44944,2017,9
DLH,11.0,250,46.84222,-92.19361,2017,9
DRO,0.7999999999999972,73,37.15139,-107.75389,2017,9
DSM,12.899999999999977,739,41.53389,-93.66306,2017,9
DTW,20.0,10565,42.2083333333,-83.3566666667,2017,9
DVL,1.3000000000000043,51,48.11444,-98.90861,2017,9
EAU,0.0,55,44.86583,-91.48417,2017,9
ECP,5.300000000000011,365,30.3416666667,-85.7972222222,2017,9
EGE,2.7000000000000384,31,39.6425,-106.91778,2017,9
EKO,0.0,53,40.825,-115.79167,2017,9
ELP,18.0,831,31.80722,-106.3775,2017,9
ERI,19.99999999999997,138,42.08194,-80.17611,2017,9
ESC,20.0,51,45.72278,-87.09361,2017,9
EUG,29.80000000000001,343,44.12306,-123.21861,2017,9
EVV,8.0,111,38.03694,-87.5325,2017,9
EWR,46.0,9211,40.6897222222,-74.175,2017,9
EYW,15.0,107,24.5558333333,-81.7591666667,2017,9
FAI,10.800000000000011,276,64.815,-147.8563888889,2017,9
FAR,1.0,282,46.92056,-96.81583,2017,9
FAT,29.799999999999955,694,36.77611,-119.71806,2017,9
FAY,11.800000000000026,98,34.99111,-78.88028,2017,9
FCA,3.0,216,48.31056,-114.25611,2017,9
FLG,0.0,101,35.14028,-111.66917,2017,9
FLL,44.0,6524,26.0716666667,-80.1472222222,2017,9
FNT,11.0,334,42.96556,-83.74361,2017,9
FSD,11.5,376,43.58194,-96.74194,2017,9
FSM,0.0,60,35.33667,-94.3675,2017,9
FWA,19.900000000000034,469,40.97833,-85.195,2017,9
GCC,0.0,84,44.34889,-105.53944,2017,9
GEG,19.0,1300,47.62,-117.53389,2017,9
GFK,0.0,51,47.94917,-97.17611,2017,9
GJT,1.200000000000017,199,39.1225,-108.52667,2017,9
GNV,29.5,59,29.69,-82.27167,2017,9
GPT,9.800000000000068,182,30.40722,-89.07,2017,9
GRB,18.0,324,44.48472,-88.12972,2017,9
GRI,18.500000000000036,60,40.9675,-98.30972,2017,9
GRK,6.100000000000094,97,31.06722,-97.82889,2017,9
GRR,19.0,786,42.8838888889,-85.5294444444,2017,9
GSO,30.0,510,36.09778,-79.93722,2017,9
GSP,11.300000000000011,558,34.89556,-82.21889,2017,9
GTF,0.20000000000001705,140,47.482,-111.3706833,2017,9
GTR,0.0,84,33.450333,-88.5913667,2017,9
GUM,5.599999999999998,30,13.48389,144.79722,2017,9
HDN,0.0,58,40.48111,-107.21778,2017,9
HIB,0.0,51,47.38667,-92.83889,2017,9
HLN,5.599999999999994,145,46.606806,-111.98275,2017,9
HNL,5.0,3858,21.3258333333,-157.9216666667,2017,9
HOB,0.30000000000000426,46,32.6875,-103.21694,2017,9
HOU,28.0,4256,29.6455555556,-95.2788888889,2017,9
HPN,46.99999999999994,576,41.06694,-73.7075,2017,9
HRL,26.500000000000085,197,26.22861,-97.65444,2017,9
HSV,10.0,336,34.63722,-86.775,2017,9
HYA,41.99999999999999,16,41.66944,-70.28028,2017,9
HYS,17.400000000000034,51,38.84222,-99.27306,2017,9
IAD,14.0,3060,38.9519444444,-77.4480555556,2017,9
IAG,7.5,28,43.10722,-78.94611,2017,9
IAH,17.0,9792,29.9855555556,-95.3422222222,2017,9
ICT,21.0,655,37.649944,-97.43306,2017,9
IDA,13.300000000000011,198,43.513722,-112.07075,2017,9
IFP,9.700000000000024,30,35.1575,-114.55944,2017,9
ILM,3.0,198,34.27056,-77.9025,2017,9
IMT,9.600000000000001,55,45.81833,-88.11444,2017,9
IND,21.0,2111,39.7172222222,-86.2944444444,2017,9
INL,0.0,52,48.56611,-93.40306,2017,9
ISN,24.700000000000017,132,48.17806,-103.64222,2017,9
ISP,13.0,373,40.79528,-73.10028,2017,9
ITH,14.599999999999994,83,42.49111,-76.45833,2017,9
ITO,5.0,500,19.72028,-155.04833,2017,9
JAC,14.0,339,43.6069444444,-110.7377777778,2017,9
JAN,11.0,372,32.31111,-90.07583,2017,9
JAX,21.0,1282,30.4908333333,-81.6833333333,2017,9
JFK,32.0,7513,40.6441666667,-73.7822222222,2017,9
JLN,0.0,10,37.15194,-94.49833,2017,9
JMS,8.299999999999997,81,46.92972,-98.67833,2017,9
JNU,21.0,333,58.355,-134.57639,2017,9
KOA,4.0,1004,19.7388888889,-156.0455555556,2017,9
KTN,23.0,190,55.35556,-131.71389,2017,9
LAN,17.5,186,42.778639,-84.586194,2017,9
LAR,15.0,51,41.31194,-105.675,2017,9
LAS,28.0,12686,36.08,-115.1533333333,2017,9
LAW,8.200000000000017,87,34.5675,-98.41639,2017,9
LAX,23.0,17436,33.9425222,-118.4071611,2017,9
LBB,15.0,318,33.66361,-101.82278,2017,9
LBE,10.200000000000017,59,40.27472,-79.40667,2017,9
LCH,9.5,74,30.12611,-93.22333,2017,9
LEX,3.6999999999999886,394,38.03639,-84.60583,2017,9
LFT,4.400000000000034,173,30.20528,-91.9875,2017,9
LGA,29.0,7510,40.7747222222,-73.8719444444,2017,9
LGB,30.5,1362,33.81778,-118.15167,2017,9
LIH,4.0,953,21.9786111111,-159.3422222222,2017,9
LIT,19.0,659,34.72944,-92.22444,2017,9
LNK,1.8000000000000114,224,40.85111,-96.75917,2017,9
LRD,0.0,160,27.54389,-99.46167,2017,9
LSE,0.0,143,43.87917,-91.25667,2017,9
LWS,0.0,81,46.3744972,-117.0153944,2017,9
MAF,13.5,429,31.9425,-102.20194,2017,9
MBS,12.000000000000028,227,43.53278,-84.07972,2017,9
MCI,16.0,3641,39.29749999,-94.71388888,2017,9
MCO,35.0,9483,28.4286111111,-81.3086111111,2017,9
MDT,17.600000000000023,316,40.19361,-76.76333,2017,9
MDW,29.0,7177,41.7861111111,-87.7525,2017,9
MEI,49.20000000000002,90,32.3325,-88.75194,2017,9
MEM,13.0,1222,35.0436111111,-89.9763888889,2017,9
MFE,12.099999999999994,175,26.17583,-98.23861,2017,9
MFR,14.200000000000045,321,42.374222,-122.8735,2017,9
MGM,11.200000000000003,103,32.30056,-86.39389,2017,9
MHK,5.0,86,39.14111,-96.67083,2017,9
MHT,20.69999999999999,574,42.9283333333,-71.4375,2017,9
MIA,37.0,4923,25.7941666667,-80.2855555556,2017,9
MKE,18.0,2205,42.9469444444,-87.9022222222,2017,9
MKG,0.0,55,43.1694861,-86.238222,2017,9
MLB,19.200000000000003,108,28.10278,-80.64528,2017,9
MLI,28.200000000000045,221,41.44861,-90.5075,2017,9
MLU,8.200000000000017,109,32.51083,-92.03778,2017,9
MOB,6.0,310,30.69139,-88.24278,2017,9
MOT,9.400000000000006,114,48.25944,-101.28028,2017,9
MQT,40.0,84,46.35361,-87.39528,2017,9
MRY,12.500000000000057,198,36.58694,-121.84306,2017,9
MSN,14.0,798,43.13972,-89.3375,2017,9
MSO,6.800000000000011,243,46.91639,-114.09056,2017,9
MSP,11.0,11204,44.8816666667,-93.2208333333,2017,9
MSY,20.0,3680,29.9933333333,-90.2580555556,2017,9
MTJ,5.20000000000001,22,38.5097944,-107.8942417,2017,9
MVY,46.70000000000001,42,41.39306,-70.61444,2017,9
MYR,29.5,660,33.67972,-78.92833,2017,9
OAJ,37.0,27,34.82917,-77.61222,2017,9
OAK,28.0,4267,37.7213888889,-122.2208333333,2017,9
OGG,6.0,1908,20.8922222222,-156.4380555556,2017,9
OKC,11.0,1157,35.39306,-97.60083,2017,9
OMA,8.900000000000091,1693,41.3011111111,-95.8902777778,2017,9
OME,7.0,58,64.51222,-165.44528,2017,9
ONT,25.0,1767,34.05611,-117.60111,2017,9
ORD,26.0,22844,41.97805555,-87.90611111,2017,9
ORF,17.0,1086,36.8944444444,-76.2008333333,2017,9
ORH,51.20000000000006,58,42.26722,-71.87583,2017,9
OTH,28.999999999999993,38,43.4163888889,-124.2466666667,2017,9
OTZ,10.199999999999996,58,66.8905555556,-162.6041666667,2017,9
PAH,9.5,56,37.06028,-88.77306,2017,9
PBG,0.0,13,44.65083,-73.46806,2017,9
PBI,48.299999999999955,1489,26.6830555556,-80.0955555556,2017,9
PDX,17.0,5509,45.5875,-122.5933333333,2017,9
PHF,1.0,84,37.13194,-76.49306,2017,9
PHL,23.0,5935,39.8686111111,-75.2483333333,2017,9
PHX,20.0,11556,33.4341666667,-112.011666667,2017,9
PIA,41.0,228,40.66417,-89.69333,2017,9
PIB,8.400000000000006,60,31.46722,-89.33694,2017,9
PIH,6.200000000000003,79,42.909806,-112.595917,2017,9
PIT,14.0,2388,40.4913888889,-80.2327777778,2017,9
PLN,91.80000000000015,81,45.57083,-84.79667,2017,9
PNS,13.0,362,30.47333,-87.18667,2017,9
PPG,16.0,9,-14.3316666667,-170.7113888889,2017,9
PSC,18.0,281,46.2646778,-119.119028,2017,9
PSE,87.60000000000002,50,18.00833,-66.56306,2017,9
PSG,27.400000000000077,60,56.80167,-132.94528,2017,9
PSP,12.0,513,33.829667,-116.506694,2017,9
PVD,20.0,1122,41.72389,-71.42833,2017,9
PWM,31.100000000000023,548,43.6458333333,-70.3091666667,2017,9
RAP,11.0,311,44.04528,-103.05722,2017,9
RDD,54.999999999999986,84,40.50889,-122.29333,2017,9
RDM,15.300000000000011,350,44.254333,-121.149972,2017,9
RDU,23.0,3001,35.8772222222,-78.7888888889,2017,9
RHI,0.0,60,45.63139,-89.4675,2017,9
RIC,32.799999999999955,1381,37.505,-77.3241666667,2017,9
RKS,0.0,54,41.59417,-109.06528,2017,9
RNO,34.90000000000009,1307,39.49917,-119.76806,2017,9
ROA,6.700000000000003,54,37.325472,-79.975417,2017,9
ROC,19.200000000000045,657,43.1188888889,-77.6725,2017,9
ROW,0.0,30,33.30167,-104.53056,2017,9
RST,10.900000000000006,255,43.90833,-92.5,2017,9
RSW,39.0,1392,26.5361111111,-81.7552777778,2017,9
SAF,77.40000000000012,117,35.61722,-106.08944,2017,9
SAN,22.0,6987,32.7336111111,-117.1897222222,2017,9
SAT,17.0,2646,29.5266666667,-98.4719444444,2017,9
SAV,18.0,688,32.1275,-81.20194,2017,9
SBA,55.40000000000009,460,34.42611,-119.84028,2017,9
SBN,33.5,464,41.70833,-86.31722,2017,9
SBP,46.0,258,35.23694,-120.64194,2017,9
SCC,17.0,60,70.19472,-148.46528,2017,9
SCE,55.79999999999998,143,40.84917,-77.84861,2017,9
SDF,16.0,814,38.17444,-85.73611,2017,9
SEA,16.0,11931,47.4488888889,-122.309444444,2017,9
SFO,41.0,14902,37.6180555556,-122.3786111111,2017,9
SGF,15.0,261,37.24556,-93.38861,2017,9
SGU,4.700000000000017,234,37.0375,-113.5036111111,2017,9
SHV,14.0,381,32.44667,-93.82556,2017,9
SIT,16.700000000000003,95,57.04722,-135.36167,2017,9
SJC,23.0,4179,37.3627777778,-121.9291666667,2017,9
SJT,0.4000000000000057,89,31.35778,-100.49639,2017,9
SJU,63.0,1547,18.4380555556,-66.0044444444,2017,9
SLC,15.0,9025,40.7861111111,-111.9822222222,2017,9
SMF,16.0,3903,38.6955555556,-121.5908333333,2017,9
SNA,23.0,3544,33.6755555556,-117.8683333333,2017,9
SPI,12.20000000000006,85,39.84417,-89.67806,2017,9
SRQ,17.599999999999994,198,27.39556,-82.55444,2017,9
STL,21.199999999999818,4655,38.7472222222,-90.3613888889,2017,9
STS,47.600000000000136,150,38.50889,-122.81278,2017,9
STT,50.4,232,18.3369444444,-64.9730555556,2017,9
STX,87.99999999999997,60,17.70167,-64.80167,2017,9
SUN,24.400000000000034,110,43.50389,-114.29556,2017,9
SWF,48.999999999999986,114,41.50417,-74.10472,2017,9
SYR,19.0,546,43.1127777778,-76.1119444444,2017,9
TLH,6.300000000000011,164,30.3952777778,-84.3452777778,2017,9
TOL,77.99999999999997,24,41.586806,-83.807833,2017,9
TPA,28.0,4827,27.9755555556,-82.5333333333,2017,9
TRI,18.800000000000026,112,36.4752139,-82.4074194,2017,9
TTN,12.600000000000023,180,40.27667,-74.81333,2017,9
TUL,9.0,1099,36.19833,-95.88806,2017,9
TUS,22.0,1131,32.11611,-110.94111,2017,9
TVC,42.400000000000034,215,44.74139,-85.58222,2017,9
TWF,0.0,83,42.4818028,-114.4877333,2017,9
TYS,15.199999999999989,540,35.81111,-83.99389,2017,9
VPS,8.0,315,30.4833333333,-86.5252777778,2017,9
WRG,35.400000000000034,60,56.48444,-132.36972,2017,9
WYS,22.000000000000014,52,44.68833,-111.11778,2017,9
XNA,2.6999999999999886,411,36.28194,-94.30694,2017,9
YAK,34.5,60,59.50333,-139.66028,2017,9
YUM,7.900000000000006,102,32.65667,-114.60611,2017,9
ABE,20.200000000000045,180,40.65194,-75.44056,2017,8
ABQ,39.0,1761,35.0402777778,-106.6091666667,2017,8
ABR,4.0,62,45.44917,-98.42194,2017,8
ABY,30.0,41,31.53556,-84.19444,2017,8
ACK,63.80000000000001,176,41.25306,-70.06028,2017,8
ACV,115.80000000000007,97,40.97806,-124.10861,2017,8
ACY,37.400000000000034,310,39.4575,-74.57722,2017,8
ADK,41.599999999999994,9,51.87806,-176.64611,2017,8
ADQ,11.899999999999999,58,57.75,-152.49389,2017,8
AEX,66.80000000000015,94,31.3275,-92.54861,2017,8
AGS,14.0,174,33.37,-81.9641666667,2017,8
AKN,1.8000000000000003,5,58.67667,-156.64917,2017,8
ALB,47.0,867,42.74583333,-73.80527777,2017,8
ALO,23.79999999999997,58,42.55694,-92.40028,2017,8
AMA,34.80000000000001,251,35.21944,-101.70583,2017,8
ANC,12.0,1989,61.1741666667,-149.9816666667,2017,8
APN,16.200000000000017,53,45.07806,-83.56028,2017,8
ASE,65.0,481,39.22306,-106.86889,2017,8
ATL,30.0,31899,33.6394444444,-84.4280555556,2017,8
ATW,34.39999999999998,328,44.25806,-88.51917,2017,8
AUS,39.0,4682,30.1944444444,-97.67,2017,8
AVL,54.30000000000001,354,35.43611,-82.54167,2017,8
AVP,45.60000000000002,169,41.33833,-75.72333,2017,8
AZO,55.599999999999994,228,42.235,-85.55194,2017,8
BDL,31.799999999999955,2011,41.9388888889,-72.6833333333,2017,8
BET,6.700000000000003,85,60.7797222222,-161.8380555556,2017,8
BFL,70.60000000000008,210,35.43361,-119.05667,2017,8
BGM,67.80000000000007,89,42.20861,-75.97972,2017,8
BGR,70.20000000000002,146,44.80722,-68.82806,2017,8
BHM,27.0,1035,33.5616666667,-86.7530555556,2017,8
BIL,6.0,343,45.80778,-108.54278,2017,8
BIS,26.0,258,46.77278,-100.74583,2017,8
BJI,11.0,62,47.51083,-94.93472,2017,8
BMI,20.099999999999994,201,40.47722,-88.91583,2017,8
BNA,39.0,4912,36.12666666,-86.68194444,2017,8
BOI,39.0,1436,43.5644444444,-116.2227777778,2017,8
BOS,44.0,11327,42.3616666667,-71.0116666667,2017,8
BQK,32.20000000000002,74,31.25889,-81.46639,2017,8
BQN,71.60000000000005,180,18.495,-67.12944,2017,8
BRD,1.3000000000000043,58,46.39833,-94.13806,2017,8
BRO,56.0,81,25.90694,-97.42583,2017,8
BRW,4.400000000000006,79,71.28556,-156.76611,2017,8
BTM,0.30000000000000426,58,45.95472,-112.4975,2017,8
BTR,42.0,591,30.53278,-91.15,2017,8
BTV,53.900000000000006,295,44.47194,-73.15333,2017,8
BUF,42.0,1629,42.9405555556,-78.7322222222,2017,8
BUR,56.0,2265,34.2005555556,-118.3586111111,2017,8
BWI,46.0,9057,39.1791666667,-76.6688888889,2017,8
BZN,27.0,616,45.7775,-111.15306,2017,8
CAE,26.600000000000136,344,33.93889,-81.11944,2017,8
CAK,25.0,453,40.91611,-81.44222,2017,8
CDC,14.700000000000003,54,37.70083,-113.09889,2017,8
CDV,15.899999999999999,62,60.49167,-145.4775,2017,8
CHA,58.400000000000034,316,35.03528,-85.20389,2017,8
CHO,54.599999999999994,157,38.138639,-78.452861,2017,8
CHS,39.0,1270,32.89861,-80.04056,2017,8
CID,28.0,569,41.884694,-91.710806,2017,8
CIU,75.79999999999991,58,46.25083,-84.4725,2017,8
CLE,27.200000000000273,3336,41.4075,-81.8511111111,2017,8
CLL,16.5,98,30.58861,-96.36389,2017,8
CLT,36.0,9881,35.2138888889,-80.9430555556,2017,8
CMH,30.0,2140,39.995,-82.8891666667,2017,8
CMX,1.0,62,47.16833,-88.48917,2017,8
COD,6.799999999999997,113,44.52028,-109.02389,2017,8
COS,46.80000000000007,929,38.80583,-104.70083,2017,8
COU,6.700000000000003,95,38.81806,-92.21972,2017,8
CPR,0.5,66,42.90806,-106.46444,2017,8
CRP,33.80000000000001,207,27.77028,-97.50111,2017,8
CRW,19.00000000000003,143,38.37306,-81.59306,2017,8
CSG,22.80000000000001,97,32.51639,-84.93889,2017,8
CVG,34.0,1993,39.0527777778,-84.6616666667,2017,8
CWA,40.70000000000006,114,44.7775,-89.6666667,2017,8
DAB,24.400000000000006,178,29.18,-81.05806,2017,8
DAL,50.0,5957,32.84722,-96.85167,2017,8
DAY,29.69999999999999,472,39.9025,-84.21944,2017,8
DCA,36.0,6526,38.8491666667,-77.0413888889,2017,8
DEN,44.0,20891,39.8533333333,-104.6755555556,2017,8
DFW,46.0,15977,32.8980555556,-97.0408333333,2017,8
DHN,34.10000000000001,120,31.32111,-85.44944,2017,8
DLG,6.0,26,59.04472,-158.50556,2017,8
DLH,38.39999999999998,274,46.84222,-92.19361,2017,8
DRO,56.0,105,37.15139,-107.75389,2017,8
DSM,22.200000000000045,719,41.53389,-93.66306,2017,8
DTW,35.0,11443,42.2083333333,-83.3566666667,2017,8
DVL,58.60000000000003,53,48.11444,-98.90861,2017,8
EAU,31.0,58,44.86583,-91.48417,2017,8
ECP,28.900000000000034,423,30.3416666667,-85.7972222222,2017,8
EGE,0.0,40,39.6425,-106.91778,2017,8
EKO,3.6000000000000085,58,40.825,-115.79167,2017,8
ELP,39.0,919,31.80722,-106.3775,2017,8
ERI,22.599999999999994,147,42.08194,-80.17611,2017,8
ESC,28.90000000000002,54,45.72278,-87.09361,2017,8
EUG,54.0,398,44.12306,-123.21861,2017,8
EVV,1.0,188,38.03694,-87.5325,2017,8
EWN,15.0,51,35.07306,-77.04306,2017,8
EWR,66.0,10629,40.6897222222,-74.175,2017,8
EYW,9.800000000000026,125,24.5558333333,-81.7591666667,2017,8
FAI,15.800000000000011,354,64.815,-147.8563888889,2017,8
FAR,32.400000000000034,268,46.92056,-96.81583,2017,8
FAT,53.0,748,36.77611,-119.71806,2017,8
FAY,42.400000000000034,115,34.99111,-78.88028,2017,8
FCA,23.0,349,48.31056,-114.25611,2017,8
FLG,14.400000000000006,118,35.14028,-111.66917,2017,8
FLL,56.400000000000546,7422,26.0716666667,-80.1472222222,2017,8
FNT,22.0,353,42.96556,-83.74361,2017,8
FSD,28.30000000000001,440,43.58194,-96.74194,2017,8
FSM,34.400000000000006,60,35.33667,-94.3675,2017,8
FWA,37.60000000000002,482,40.97833,-85.195,2017,8
GCC,33.200000000000045,89,44.34889,-105.53944,2017,8
GEG,27.100000000000136,1165,47.62,-117.53389,2017,8
GFK,4.299999999999997,138,47.94917,-97.17611,2017,8
GJT,0.0,234,39.1225,-108.52667,2017,8
GNV,19.0,109,29.69,-82.27167,2017,8
GPT,18.400000000000034,205,30.40722,-89.07,2017,8
GRB,15.900000000000034,407,44.48472,-88.12972,2017,8
GRI,30.800000000000026,59,40.9675,-98.30972,2017,8
GRK,11.400000000000006,127,31.06722,-97.82889,2017,8
GRR,35.0,1000,42.8838888889,-85.5294444444,2017,8
GSO,38.0,525,36.09778,-79.93722,2017,8
GSP,38.0,586,34.89556,-82.21889,2017,8
GST,74.49999999999997,26,58.42528,-135.7075,2017,8
GTF,9.40000000000012,159,47.482,-111.3706833,2017,8
GTR,18.89999999999999,89,33.450333,-88.5913667,2017,8
GUM,30.0,31,13.48389,144.79722,2017,8
HDN,14.0,75,40.48111,-107.21778,2017,8
HIB,0.0,54,47.38667,-92.83889,2017,8
HLN,1.200000000000017,151,46.606806,-111.98275,2017,8
HNL,8.0,4397,21.3258333333,-157.9216666667,2017,8
HOB,28.000000000000043,55,32.6875,-103.21694,2017,8
HOU,51.0,4734,29.6455555556,-95.2788888889,2017,8
HPN,55.0,638,41.06694,-73.7075,2017,8
HRL,67.0,209,26.22861,-97.65444,2017,8
HSV,15.0,369,34.63722,-86.775,2017,8
HYA,39.0,31,41.66944,-70.28028,2017,8
HYS,24.800000000000132,54,38.84222,-99.27306,2017,8
IAD,42.0,3625,38.9519444444,-77.4480555556,2017,8
IAG,14.200000000000003,42,43.10722,-78.94611,2017,8
IAH,45.0,11131,29.9855555556,-95.3422222222,2017,8
ICT,33.0,723,37.649944,-97.43306,2017,8
IDA,18.400000000000006,247,43.513722,-112.07075,2017,8
IFP,54.0,31,35.1575,-114.55944,2017,8
ILM,29.700000000000188,145,34.27056,-77.9025,2017,8
IMT,14.10000000000003,58,45.81833,-88.11444,2017,8
IND,30.0,2441,39.7172222222,-86.2944444444,2017,8
INL,6.799999999999997,52,48.56611,-93.40306,2017,8
ISN,10.0,91,48.17806,-103.64222,2017,8
ISP,46.50000000000006,395,40.79528,-73.10028,2017,8
ITH,47.400000000000006,89,42.49111,-76.45833,2017,8
ITO,10.0,539,19.72028,-155.04833,2017,8
JAC,22.600000000000023,531,43.6069444444,-110.7377777778,2017,8
JAN,23.0,411,32.31111,-90.07583,2017,8
JAX,48.0,1454,30.4908333333,-81.6833333333,2017,8
JFK,60.0,8477,40.6441666667,-73.7822222222,2017,8
JLN,37.999999999999986,62,37.15194,-94.49833,2017,8
JMS,59.8,84,46.92972,-98.67833,2017,8
JNU,21.400000000000034,505,58.355,-134.57639,2017,8
KOA,5.0,1275,19.7388888889,-156.0455555556,2017,8
KTN,20.0,270,55.35556,-131.71389,2017,8
LAN,23.80000000000001,216,42.778639,-84.586194,2017,8
LAR,69.40000000000003,54,41.31194,-105.675,2017,8
LAS,50.0,13367,36.08,-115.1533333333,2017,8
LAW,47.800000000000026,94,34.5675,-98.41639,2017,8
LAX,45.0,19399,33.9425222,-118.4071611,2017,8
LBB,52.80000000000001,346,33.66361,-101.82278,2017,8
LBE,21.400000000000034,93,40.27472,-79.40667,2017,8
LCH,0.0,82,30.12611,-93.22333,2017,8
LEX,46.0,469,38.03639,-84.60583,2017,8
LFT,26.800000000000153,158,30.20528,-91.9875,2017,8
LGA,58.0,8219,40.7747222222,-73.8719444444,2017,8
LGB,49.0,1410,33.81778,-118.15167,2017,8
LIH,7.0,1184,21.9786111111,-159.3422222222,2017,8
LIT,35.39999999999998,616,34.72944,-92.22444,2017,8
LNK,15.0,292,40.85111,-96.75917,2017,8
LRD,37.599999999999994,174,27.54389,-99.46167,2017,8
LSE,38.80000000000007,190,43.87917,-91.25667,2017,8
LWS,0.0,91,46.3744972,-117.0153944,2017,8
MAF,45.0,465,31.9425,-102.20194,2017,8
MBS,27.099999999999994,253,43.53278,-84.07972,2017,8
MCI,35.59999999999991,4011,39.29749999,-94.71388888,2017,8
MCO,54.0,11130,28.4286111111,-81.3086111111,2017,8
MDT,25.60000000000005,284,40.19361,-76.76333,2017,8
MDW,41.0,7953,41.7861111111,-87.7525,2017,8
MEI,163.2000000000001,93,32.3325,-88.75194,2017,8
MEM,31.0,1309,35.0436111111,-89.9763888889,2017,8
MFE,14.799999999999983,163,26.17583,-98.23861,2017,8
MFR,65.69999999999999,339,42.374222,-122.8735,2017,8
MGM,71.30000000000001,69,32.30056,-86.39389,2017,8
MHK,42.0,127,39.14111,-96.67083,2017,8
MHT,39.0,554,42.9283333333,-71.4375,2017,8
