Origin,DayofMonth,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,UnknownDelay
ABE,1,220.0,0.0,36.0,0.0,0.0,0.0
ABE,2,8.0,0.0,6.0,0.0,15.0,36.0
ABE,3,8.0,0.0,14.0,0.0,142.0,18.0
ABE,4,0.0,0.0,0.0,0.0,24.0,23.0
ABE,5,0.0,0.0,0.0,0.0,0.0,26.0
ABE,6,0.0,0.0,0.0,0.0,27.0,45.0
ABE,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,8,0.0,0.0,0.0,0.0,179.0,11.0
ABE,9,0.0,0.0,0.0,0.0,0.0,3.0
ABE,10,0.0,0.0,0.0,0.0,186.0,33.0
ABE,11,0.0,0.0,0.0,0.0,117.0,76.0
ABE,12,0.0,0.0,0.0,0.0,0.0,5.0
ABE,13,0.0,0.0,0.0,0.0,0.0,25.0
ABE,14,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,15,0.0,0.0,0.0,0.0,0.0,2.0
ABE,16,112.0,0.0,43.0,0.0,0.0,0.0
ABE,17,0.0,0.0,0.0,0.0,0.0,14.0
ABE,18,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,19,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,20,65.0,0.0,0.0,0.0,38.0,24.0
ABE,21,0.0,0.0,0.0,0.0,0.0,34.0
ABE,22,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,23,0.0,0.0,0.0,0.0,161.0,16.0
ABE,24,48.0,0.0,0.0,0.0,0.0,9.0
ABE,25,0.0,0.0,0.0,0.0,17.0,22.0
ABE,26,0.0,0.0,17.0,0.0,26.0,2.0
ABE,27,3.0,0.0,0.0,0.0,252.0,51.0
ABE,28,0.0,0.0,0.0,0.0,26.0,38.0
ABE,29,0.0,0.0,0.0,0.0,119.0,15.0
ABE,30,5.0,0.0,0.0,0.0,35.0,19.0
ABE,31,0.0,0.0,0.0,0.0,193.0,9.0
ABI,2,0.0,0.0,0.0,0.0,0.0,6.0
ABI,3,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,4,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,5,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,6,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,7,0.0,0.0,0.0,0.0,54.0,10.0
ABI,9,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,10,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,11,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,12,0.0,0.0,0.0,0.0,0.0,2.0
ABI,13,0.0,0.0,15.0,0.0,0.0,0.0
ABI,14,1.0,0.0,0.0,0.0,37.0,10.0
ABI,16,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,17,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,18,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,19,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,20,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,21,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,23,0.0,0.0,0.0,0.0,0.0,9.0
ABI,24,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,25,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,26,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,27,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,28,0.0,0.0,0.0,0.0,0.0,1.0
ABI,30,0.0,0.0,0.0,0.0,0.0,-0.0
ABI,31,0.0,0.0,0.0,0.0,0.0,-0.0
ABQ,1,59.0,0.0,21.0,0.0,0.0,21.0
ABQ,2,29.0,0.0,74.0,0.0,753.0,107.0
ABQ,3,76.0,0.0,45.0,0.0,50.0,93.0
ABQ,4,56.0,0.0,137.0,0.0,174.0,70.0
ABQ,5,46.0,0.0,105.0,0.0,251.0,149.0
ABQ,6,207.0,0.0,107.0,0.0,153.0,26.0
ABQ,7,348.0,0.0,111.0,0.0,255.0,86.0
ABQ,8,30.0,0.0,80.0,0.0,44.0,15.0
ABQ,9,69.0,8.0,220.0,0.0,76.0,0.0
ABQ,10,42.0,36.0,103.0,0.0,183.0,107.0
ABQ,11,348.0,0.0,127.0,0.0,37.0,30.0
ABQ,12,23.0,0.0,119.0,0.0,26.0,63.0
ABQ,13,470.0,0.0,120.0,0.0,70.0,65.0
ABQ,14,373.0,20.0,188.0,0.0,236.0,24.0
ABQ,15,42.0,0.0,145.0,0.0,51.0,0.0
ABQ,16,68.0,0.0,245.0,0.0,138.0,0.0
ABQ,17,134.0,41.0,184.0,0.0,99.0,0.0
ABQ,18,21.0,0.0,205.0,0.0,38.0,0.0
ABQ,19,298.0,0.0,109.0,0.0,31.0,59.0
ABQ,20,46.0,0.0,180.0,0.0,439.0,59.0
ABQ,21,53.0,0.0,68.0,0.0,323.0,61.0
ABQ,22,8.0,0.0,53.0,0.0,128.0,11.0
ABQ,23,216.0,22.0,181.0,0.0,191.0,26.0
ABQ,24,0.0,0.0,90.0,0.0,82.0,24.0
ABQ,25,3.0,0.0,150.0,0.0,235.0,0.0
ABQ,26,42.0,0.0,181.0,0.0,38.0,49.0
ABQ,27,140.0,0.0,256.0,0.0,76.0,0.0
ABQ,28,18.0,0.0,200.0,0.0,222.0,43.0
ABQ,29,99.0,0.0,67.0,0.0,84.0,0.0
ABQ,30,76.0,0.0,50.0,0.0,152.0,0.0
