Origin,DayofMonth,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,UnknownDelay
ABE,1,660.0,0.0,0.0,0.0,0.0,37.0
ABE,2,0.0,0.0,36.0,0.0,0.0,0.0
ABE,3,0.0,0.0,0.0,0.0,0.0,1.0
ABE,4,54.0,0.0,324.0,0.0,5.0,24.0
ABE,5,0.0,0.0,0.0,0.0,27.0,60.0
ABE,6,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,7,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,8,0.0,0.0,0.0,0.0,0.0,17.0
ABE,9,0.0,0.0,77.0,0.0,0.0,0.0
ABE,10,0.0,0.0,0.0,0.0,0.0,2.0
ABE,11,0.0,0.0,0.0,0.0,0.0,2.0
ABE,12,6.0,0.0,0.0,0.0,36.0,83.0
ABE,13,0.0,0.0,0.0,0.0,0.0,15.0
ABE,14,0.0,0.0,18.0,0.0,0.0,0.0
ABE,15,123.0,0.0,188.0,0.0,161.0,0.0
ABE,16,2.0,205.0,81.0,0.0,360.0,0.0
ABE,17,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,18,0.0,0.0,0.0,0.0,33.0,39.0
ABE,19,0.0,0.0,58.0,0.0,99.0,4.0
ABE,20,0.0,0.0,0.0,0.0,0.0,2.0
ABE,21,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,22,0.0,0.0,0.0,0.0,44.0,20.0
ABE,23,0.0,0.0,0.0,0.0,0.0,-0.0
ABE,24,0.0,0.0,5.0,0.0,72.0,16.0
ABE,25,0.0,0.0,0.0,0.0,75.0,40.0
ABE,26,212.0,0.0,0.0,0.0,63.0,19.0
ABE,27,0.0,0.0,0.0,0.0,0.0,2.0
ABE,28,0.0,0.0,0.0,0.0,0.0,18.0
ABE,29,0.0,0.0,0.0,0.0,0.0,-0.0
ABQ,1,0.0,0.0,38.0,0.0,22.0,31.0
ABQ,2,37.0,0.0,85.0,0.0,109.0,0.0
ABQ,3,50.0,0.0,35.0,0.0,69.0,34.0
ABQ,4,47.0,0.0,14.0,0.0,92.0,40.0
ABQ,5,39.0,0.0,103.0,0.0,138.0,116.0
ABQ,6,0.0,0.0,0.0,0.0,0.0,27.0
ABQ,7,1.0,0.0,13.0,0.0,5.0,29.0
ABQ,8,15.0,0.0,31.0,0.0,149.0,49.0
ABQ,9,0.0,0.0,0.0,0.0,372.0,68.0
ABQ,10,0.0,0.0,0.0,0.0,0.0,66.0
ABQ,11,35.0,0.0,0.0,0.0,109.0,101.0
ABQ,12,711.0,0.0,37.0,0.0,322.0,47.0
ABQ,13,71.0,0.0,33.0,0.0,61.0,10.0
ABQ,14,164.0,0.0,49.0,0.0,51.0,99.0
ABQ,15,8.0,0.0,120.0,0.0,507.0,72.0
ABQ,16,0.0,0.0,0.0,0.0,47.0,62.0
ABQ,17,298.0,0.0,36.0,0.0,107.0,29.0
ABQ,18,126.0,0.0,84.0,0.0,364.0,94.0
ABQ,19,100.0,0.0,4.0,0.0,93.0,95.0
ABQ,20,61.0,0.0,0.0,0.0,0.0,54.0
